t,vout,code
36015624200.0,3.148814881488149,703.0
36019623500.0,3.1493149314931492,703.0
36023612100.0,3.14981498149815,703.0
36027630200.0,3.1503150315031503,703.0
36031615200.0,3.150815081508151,703.0
36035620700.0,3.1513151315131513,704.0
36039635000.0,3.1518151815181517,704.0
36043623300.0,3.1523152315231524,704.0
36047615100.0,3.1528152815281527,703.0
36051632100.0,3.1533153315331535,703.0
36055630200.0,3.1538153815381538,704.0
36059643300.0,3.1543154315431545,704.0
36063618100.0,3.154815481548155,705.0
36067631600.0,3.155315531553155,704.0
36071620500.0,3.155815581558156,704.0
36075618700.0,3.156315631563156,705.0
36079644300.0,3.156815681568157,705.0
36083625600.0,3.1573157315731573,705.0
36087619800.0,3.157815781578158,705.0
36091621700.0,3.1583158315831583,704.0
36095625100.0,3.1588158815881586,705.0
36099634100.0,3.1593159315931594,705.0
36103640200.0,3.1598159815981597,706.0
36107623600.0,3.1603160316031604,705.0
36111652800.0,3.1608160816081607,705.0
36115633300.0,3.1613161316131615,706.0
36119639100.0,3.161816181618162,706.0
36123630600.0,3.1623162316231626,706.0
36127645700.0,3.162816281628163,706.0
36131641300.0,3.163316331633163,706.0
